Actualizado 2026-09-12 09:10,,,,,,
Nro,Identificacion,Nombres,Apellidos,NroCuenta,IdBanco,Saldo
48910,4638052824,Carlos,Mendoza Perez,10109668,2,28030.45283
48911,8124540645,Maria,Perez Claros,10065668,7,639.6856
48912,608634122,Carlos,Lopez Vargas,10021365,12,26751.9434
48913,8097704552,Sofia Carlos,Rodriguez,10030284,11,1464.02614
48914,1162673616,Carlos Jorge Elena,Choque Garcia,10056697,8,20405.20287
48915,2746857511,Diego Diego,Claros,10100914,3,5492.58262
48916,6072282585,Carlos Diego Ana,Vargas,10100915,3,39678.12448
48917,1014957846,Lucia,Lopez,10056698,8,18411.60494
48918,4149761079,Maria,Claros Perez,10109669,2,30648.68412
48919,1386775626,Ana,Rodriguez,10118522,1,31841.36796
48920,4504689539,Lucia Jorge,Flores Flores,10083178,5,19075.83485
48921,9985921180,Luis Jorge,Mamani,10118523,1,35732.33952
48922,1287504925,Diego Lucia Maria,Mamani Rodriguez,10047979,9,11505.13808
48923,3521169125,Maria Maria,Mamani,10047980,9,27217.09185
48924,7857767610,Lucia,Lopez,10109670,2,40815.57208
48925,9122270029,Diego,Mamani Garcia,10030285,11,412.95705
48926,4484512641,Jose,Flores,10030286,11,48655.77417
48927,1686261940,Lucia,Lopez,10092125,4,49491.92157
48928,4134183915,Ana,Claros,10003548,14,20223.59304
48929,4391510203,Jorge,Vargas,10065669,7,39255.27722
48930,6960775832,Elena,Vargas Quispe,10012473,13,172.82934
48931,6534727297,Jorge,Rodriguez Quispe,10065670,7,30099.90465
48932,3218667427,Jorge Luis,Perez Rodriguez,10021366,12,12016.39775
48933,3824695804,Sofia Ana Jose,Mamani Claros,10047981,9,40619.33162
48934,7358001084,Carlos Luis,Garcia Mendoza,10012474,13,11.99388
48935,8211187937,Lucia Maria Elena,Quispe,10065671,7,36317.1641
48936,7520646188,Jose Maria,Mendoza Rodriguez,10003549,14,5403.8541
48937,6492279258,Diego,Lopez,10118524,1,43961.50766
48938,1295821395,Maria,Perez Martinez,10118525,1,1861.1526
48939,345114551,Ricardo Carlos Diego,Flores,10065672,7,13753.29846
48940,5839692045,Jose Luis Diego,Rodriguez,10092126,4,12073.07057
48941,7388009671,Ana,Flores,10118526,1,44529.12925
48942,9504522323,Carlos,Quispe,10100916,3,44885.72835
48943,6052805876,Juan Jose Luis,Rodriguez Rodriguez,10003550,14,6313.49369
48944,3705849518,Lucia Diego,Mendoza,10109671,2,19707.4606
48945,7628773902,Elena Jorge Jose,Quispe Claros,10012475,13,17265.14502
48946,7752662772,Maria Elena Luis,Quispe Mendoza,10100917,3,40928.93492
48947,5766448672,Diego Jose,Lopez,10047982,9,18591.85223
48948,7812204180,Maria Ana Juan,Flores,10003551,14,27258.03911
48949,2354489319,Juan Juan,Mendoza Quispe,10012476,13,49223.07956
48950,5332489282,Lucia Juan Lucia,Lopez Quispe,10100918,3,23108.71052
48951,8430562412,Ana Juan Jorge,Lopez,10047983,9,31303.83497
48952,2188116413,Carlos Juan Carlos,Rodriguez,10074451,6,35724.19623
48953,8498752818,Elena Ana Diego,Flores Mamani,10083179,5,32.90702
48954,8070750884,Sofia Sofia,Mendoza,10065673,7,37423.805
48955,8488013755,Jose,Garcia Mendoza,10056699,8,631.54838
48956,7663028582,Ana Sofia Ana,Quispe,10083180,5,27582.41623
48957,730008705,Lucia Juan,Garcia,10118527,1,49346.71074
48958,8419831108,Lucia Elena,Vargas,10083181,5,24447.19777
48959,3063427311,Juan Ana Diego,Claros Claros,10012477,13,25912.26116
48960,498401589,Ana,Rodriguez,10039090,10,16156.70947
48961,459327463,Sofia Jorge Ricardo,Quispe Mamani,10118528,1,38343.24572
48962,4654552486,Elena Luis Lucia,Rodriguez,10118529,1,10514.27091
48963,1206258764,Lucia Sofia,Garcia Mamani,10074452,6,30054.69811
48964,7794131492,Carlos Jose,Mendoza Mamani,10021367,12,30107.30092
48965,8711039043,Carlos Maria,Mamani,10047984,9,7386.85745
48966,4741240171,Elena Lucia Ricardo,Quispe,10012478,13,15341.48506
48967,5670687901,Lucia Sofia Jorge,Mamani,10030287,11,38462.92096
48968,6023127300,Sofia Carlos,Quispe,10118530,1,20968.536
48969,6120859604,Diego Maria Elena,Garcia,10074453,6,25450.40932
48970,2021625066,Elena Ricardo Luis,Flores Garcia,10065674,7,7912.56789
48971,4000707311,Ana Jose Ricardo,Perez,10039091,10,13206.4118
48972,407950215,Juan Juan Jorge,Choque Quispe,10030288,11,45882.16867
48973,836612976,Ana,Martinez,10021368,12,47888.18013
48974,4847768870,Juan Luis Lucia,Garcia,10003552,14,39571.82707
48975,7393274914,Maria Juan Jorge,Mendoza Garcia,10083182,5,17042.088
48976,2654448619,Elena Jorge Juan,Flores,10003553,14,22964.59381
48977,5786991765,Jorge Ana,Rodriguez,10109672,2,8374.282
48978,9317409911,Elena Ricardo,Vargas Lopez,10039092,10,27868.50285
48979,5890270900,Elena Carlos Ana,Claros,10109673,2,25650.202
48980,9882801863,Ana,Vargas Perez,10003554,14,4848.33862
48981,6272358028,Sofia Jorge,Flores,10056700,8,38126.48048
48982,1318126746,Juan,Mamani Flores,10092127,4,45609.05447
48983,3787651531,Jose,Lopez,10056701,8,96.22972
48984,6864250361,Jorge Carlos,Mamani Lopez,10065675,7,24444.76231
48985,342899948,Carlos Maria,Flores Quispe,10047985,9,40876.30342
48986,6383031003,Ana,Vargas,10109674,2,12182.17283
48987,9466330948,Jorge,Rodriguez,10074454,6,38051.92305
48988,4528946514,Diego Diego,Claros,10109675,2,15381.40584
48989,7734289697,Elena,Vargas Flores,10012479,13,946.162
48990,9068378139,Ana Juan,Quispe,10118531,1,38348.75011
48991,3443743144,Carlos Carlos,Rodriguez,10039093,10,16529.5986
48992,4812503980,Jorge,Perez Flores,10012480,13,34632.67408
48993,1205281809,Juan Carlos,Choque Choque,10056702,8,25522.37573
48994,1869240370,Jose,Flores,10012481,13,46924.40409
48995,7909572684,Sofia Jose Ana,Vargas Rodriguez,10118532,1,42132.26745
48996,7004078448,Maria Juan Sofia,Perez Perez,10118533,1,6957.16902
48997,8643113179,Diego,Lopez Mendoza,10118534,1,12474.85415
48998,2899398859,Jose Luis Luis,Rodriguez Rodriguez,10083183,5,24566.22538
48999,331312687,Carlos Diego Elena,Lopez Rodriguez,10118535,1,48.53499
49000,455073145,Jose Luis,Vargas,10109676,2,28803.09051
49001,632338819,Ricardo Maria,Lopez,10012482,13,16310.68134
49002,2457953331,Diego Juan,Claros,10100919,3,11008.66979
49003,9636059838,Elena Jorge Ana,Quispe Rodriguez,10074455,6,38981.75268
49004,2157306575,Maria Sofia,Vargas Rodriguez,10109677,2,47724.66657
49005,9586758041,Jose Diego,Mendoza Flores,10100920,3,2457.87206
49006,9203685513,Sofia Jose,Vargas Claros,10118536,1,27970.18015
49007,5406776784,Juan Luis,Claros,10074456,6,14509.00284
49008,2808615938,Sofia Elena Jose,Rodriguez Vargas,10092128,4,10632.46261
49009,2935742397,Maria,Rodriguez,10109678,2,48679.18588
49010,1771821095,Sofia Maria Diego,Mamani,10083184,5,26787.76012
49011,3671750942,Jorge Maria Diego,Vargas Rodriguez,10047986,9,5222.12811
49012,841440495,Ricardo Jorge Ricardo,Martinez,10030289,11,24738.03723
49013,5821015701,Ana,Garcia,10118537,1,26284.89697
49014,6929610012,Ricardo Juan Lucia,Mendoza,10056703,8,521.04536
49015,6815924149,Maria Sofia,Vargas,10083185,5,15547.1801
49016,2439852327,Ana,Claros,10109679,2,16661.48521
49017,9430421224,Ricardo Ricardo Diego,Lopez,10021369,12,48.13084
49018,8515483342,Maria Ana Jose,Claros,10100921,3,44751.30802
49019,7083193704,Ana Lucia Luis,Quispe Claros,10003555,14,20147.52311
49020,4203089527,Ana Lucia Juan,Garcia Mamani,10118538,1,22316.43063
49021,3545511768,Elena Ana,Quispe Vargas,10056704,8,13622.15181
49022,7053396392,Diego Sofia Jorge,Lopez,10083186,5,17087.05768
49023,1816803591,Elena Sofia,Martinez Flores,10047987,9,3869.93284
49024,5957408671,Ricardo Maria Sofia,Rodriguez Mamani,10030290,11,35231.5511
49025,4543824329,Elena Luis,Perez,10039094,10,8093.94196
49026,5471001885,Ana,Rodriguez,10056705,8,35783.05824
49027,9675764472,Maria Ricardo,Rodriguez Quispe,10109680,2,28286.89817
49028,3969261027,Sofia Luis,Mamani,10047988,9,25030.92087
49029,3753593947,Sofia Sofia,Quispe,10021370,12,27081.70907
49030,7914336557,Sofia,Claros,10003556,14,34221.21677
49031,1222808528,Jose,Choque,10030291,11,11101.90249
49032,1761624299,Elena Lucia Lucia,Flores Rodriguez,10118539,1,613.21647
49033,1613259224,Carlos Juan Diego,Lopez,10118540,1,34615.3237
49034,1218069201,Elena Juan,Rodriguez,10056706,8,17427.62214
49035,1877739238,Juan Diego,Mamani Quispe,10092129,4,10732.82193
49036,2936708541,Jose,Lopez Perez,10074457,6,8686.4317
49037,7659539680,Carlos Sofia Luis,Mamani,10003557,14,28846.58151
49038,2074250549,Elena Jose,Garcia Vargas,10065676,7,43536.92515
49039,8539129806,Sofia,Mendoza Vargas,10021371,12,47110.86512
49040,3896020429,Elena Jose Jorge,Lopez,10065677,7,7842.43592
49041,6136301422,Elena Sofia,Flores,10021372,12,6514.05368
49042,5203105869,Jose Juan Diego,Rodriguez,10047989,9,1563.28751
49043,8578742282,Ricardo Jose Juan,Vargas Quispe,10021373,12,21817.861
49044,363950504,Ricardo,Garcia,10021374,12,30111.65448
49045,7108961315,Lucia,Rodriguez Lopez,10047990,9,47025.17051
49046,9917626764,Jose,Perez Lopez,10012483,13,31446.27709
49047,7053394980,Jose,Flores Mendoza,10100922,3,25606.99406
49048,6181325991,Ricardo Juan,Quispe Claros,10074458,6,15387.14099
49049,3732650817,Lucia Elena Luis,Quispe Rodriguez,10092130,4,35898.34549
49050,1153632328,Luis Juan Jorge,Rodriguez,10039095,10,14520.06963
49051,3467712705,Elena,Rodriguez Flores,10118541,1,27668.95889
49052,288736315,Maria,Lopez Lopez,10012484,13,20923.42611
49053,2733829099,Sofia Juan Sofia,Quispe Quispe,10039096,10,5561.82108
49054,1564963327,Juan,Perez,10030292,11,44.35623
49055,9541900403,Diego,Mamani,10065678,7,1044.31976
49056,1151861194,Juan,Martinez,10012485,13,43144.79017
49057,4647161070,Carlos Jose Ana,Garcia,10074459,6,40296.37073
49058,8833852580,Luis Diego,Garcia,10074460,6,17359.29321
49059,791282589,Carlos Elena Jorge,Martinez Rodriguez,10012486,13,42927.3959
49060,4511648134,Juan Diego,Claros,10047991,9,874.96181
49061,4807932430,Maria,Vargas Mamani,10074461,6,36118.99912
49062,7373770526,Carlos,Claros Rodriguez,10083187,5,38581.84174
49063,8224888536,Carlos Jorge Carlos,Vargas,10109681,2,19532.94
49064,5724064,Lucia Ana,Garcia Vargas,10083188,5,31529.6383
49065,5357752543,Sofia Ana Elena,Perez Perez,10092131,4,37488.13265
49066,4584884214,Sofia Lucia Juan,Garcia Garcia,10109682,2,29609.54306
49067,597972212,Jorge Elena Carlos,Vargas Quispe,10021375,12,29211.88282
49068,4375030454,Carlos Jorge Elena,Mamani,10100923,3,246.41353
49069,6263147712,Maria Ana,Flores,10021376,12,13728.48935
49070,1890870747,Juan Luis Sofia,Claros Mamani,10030293,11,13528.76737
49071,7171796222,Luis,Vargas,10092132,4,18707.83573
49072,4879920483,Maria,Claros Quispe,10030294,11,41057.06448
49073,762385316,Lucia,Rodriguez,10039097,10,8789.49214
49074,3827629545,Maria Diego,Claros Lopez,10030295,11,10951.10784
49075,2954391034,Ricardo,Claros,10118542,1,10982.65571
49076,9778807304,Ana Carlos,Rodriguez,10092133,4,28395.84731
49077,4702970937,Jose,Perez,10083189,5,8431.7004
49078,1987320507,Ana,Mendoza Flores,10003558,14,1553.08262
49079,6098886126,Diego,Quispe Lopez,10074462,6,44601.24389
49080,7274916831,Sofia Ana,Claros,10109683,2,15877.21736
49081,5221036552,Elena,Perez,10092134,4,15058.79059
49082,2265375156,Lucia Jorge,Mamani Vargas,10092135,4,38118.39604
49083,7300240042,Ricardo,Perez Quispe,10030296,11,389.40727
49084,3245740349,Sofia,Mendoza,10039098,10,46373.17995
49085,1806529929,Maria Luis Diego,Rodriguez,10109684,2,2204.2745
49086,3638333332,Elena Diego,Mamani,10100924,3,22922.81058
49087,6123650322,Luis Juan,Quispe Rodriguez,10012487,13,3011.12308
49088,4573766099,Sofia Jose Lucia,Mendoza,10092136,4,29365.81438
49089,3121995176,Luis Maria,Mamani,10109685,2,40765.02304
49090,8690830745,Lucia Maria Ana,Mamani Mamani,10083190,5,13587.59164
49091,4406041653,Elena,Lopez,10039099,10,29883.13078
49092,3007293075,Luis Diego Jose,Flores Quispe,10012488,13,17588.58883
49093,8973847693,Maria Carlos Diego,Lopez,10003559,14,375.49794
49094,6279774913,Maria Jose,Garcia Rodriguez,10030297,11,20405.79778
49095,1259505265,Jose,Quispe Mamani,10030298,11,46854.3505
49096,1354260682,Sofia,Perez,10056707,8,25589.91688
49097,8863515691,Carlos Sofia,Garcia Lopez,10065679,7,42244.765
49098,7340786974,Lucia,Mendoza Quispe,10012489,13,25911.17272
49099,6135760219,Diego Lucia Diego,Flores,10056708,8,20017.43844
49100,7315261626,Sofia Elena,Perez,10100925,3,10257.21585
49101,594080779,Jose,Lopez,10047992,9,28910.21114
49102,6043837211,Lucia Elena,Claros,10065680,7,39427.07623
49103,5466928363,Diego Carlos Juan,Claros Mamani,10003560,14,45681.20544
49104,3171110607,Sofia Elena,Perez Mendoza,10047993,9,3881.21888
49105,1683712327,Jorge Ricardo Juan,Martinez,10039100,10,27576.89183
49106,2300593269,Jorge Ricardo Juan,Lopez,10118543,1,28555.1359
49107,7479007184,Jorge,Perez Lopez,10100926,3,16555.82992
49108,283901918,Elena Luis Maria,Martinez Martinez,10047994,9,43547.32358
49109,6435802788,Jose Elena Lucia,Lopez Vargas,10047995,9,2139.70956
49110,3962387524,Sofia,Rodriguez Quispe,10012490,13,5645.49503
49111,5028523432,Juan,Rodriguez,10021377,12,41343.1359
49112,3777622407,Diego Sofia,Mendoza Mamani,10056709,8,12205.11142
49113,9202201050,Sofia Maria,Quispe,10100927,3,36692.7417
49114,1427296178,Maria Carlos,Perez,10074463,6,31750.40957
49115,1075316017,Jose,Perez,10039101,10,47171.66608
49116,1099541014,Diego Jorge Juan,Lopez Lopez,10047996,9,19499.10774
49117,576044185,Maria Carlos Jose,Garcia Garcia,10065681,7,21916.97745
49118,4367269075,Luis Maria,Claros Perez,10039102,10,8562.70943
49119,6939737624,Ricardo,Mamani Mendoza,10083191,5,1435.21081
49120,1834898684,Carlos Lucia,Flores,10047997,9,14319.86069
49121,9758185081,Jorge,Lopez,10118544,1,9047.6286
49122,9443299333,Sofia Juan,Quispe,10100928,3,11639.56883
49123,252634572,Jose,Perez Lopez,10003561,14,32592.98735
49124,662059286,Jose,Martinez,10074464,6,41037.42394
49125,6807968497,Carlos Sofia,Lopez Perez,10030299,11,38495.72251
49126,9778583119,Ana,Lopez Mamani,10021378,12,10579.74705
49127,3911238438,Jose,Claros,10118545,1,28636.2379
49128,343812823,Lucia,Garcia,10100929,3,14538.198
49129,4929383585,Diego,Claros,10100930,3,45553.87945
49130,3714634147,Carlos Juan,Mamani,10100931,3,22888.05744
49131,3041861332,Sofia Lucia Juan,Rodriguez,10039103,10,21835.76543
49132,5864017464,Lucia Elena,Claros Garcia,10056710,8,47618.34449
49133,2099678700,Ana Diego Sofia,Garcia,10083192,5,18530.96422
49134,883965769,Juan,Rodriguez Perez,10065682,7,48216.00243
49135,2695196291,Elena Carlos Sofia,Perez,10092137,4,17977.98787
49136,6421841730,Jose Lucia Ricardo,Mamani Vargas,10056711,8,29364.11811
49137,3927611732,Luis Ana Jorge,Mamani Mamani,10083193,5,4100.521
49138,2908564668,Carlos Elena Lucia,Claros,10109686,2,18364.24484
49139,4852503497,Diego Maria Lucia,Flores Perez,10109687,2,13986.96749
49140,1096592414,Elena Ana Jose,Martinez,10083194,5,46459.11959
49141,7610573893,Elena Diego,Mamani,10100932,3,38373.98042
49142,3525215500,Jose Carlos,Rodriguez Vargas,10074465,6,35219.78044
49143,8616352904,Diego Carlos,Claros Perez,10056712,8,45577.75786
49144,4946052953,Diego Elena Diego,Lopez Claros,10056713,8,23557.45424
49145,8959318518,Ricardo Jose,Lopez Garcia,10109688,2,47351.78947
49146,6752765983,Ricardo Juan Luis,Vargas Claros,10100933,3,591.35201
49147,6937880766,Diego,Mamani Perez,10030300,11,24804.00838
49148,6444050645,Lucia Jorge Juan,Mendoza Quispe,10092138,4,40463.26345
49149,2613882298,Lucia Carlos Diego,Vargas,10056714,8,2977.02409
49150,972751565,Ricardo,Quispe Garcia,10083195,5,43840.66748
49151,4144565952,Elena Maria Maria,Mendoza,10118546,1,208.22642
49152,6439094490,Maria,Quispe,10021379,12,14511.38802
49153,4597412703,Luis,Garcia Quispe,10083196,5,13718.2635
49154,4910977272,Jose Maria Ricardo,Vargas,10003562,14,46241.74005
49155,4272560209,Elena,Mamani,10109689,2,18516.32316
49156,1905539954,Jose Lucia,Rodriguez,10047998,9,4917.36405
49157,7613873868,Ana,Claros Mamani,10109690,2,44482.32736
49158,6328855098,Carlos Sofia Jorge,Claros,10021380,12,9616.63415
49159,3480036004,Luis Juan Juan,Mendoza Garcia,10003563,14,11732.47921
49160,3870823957,Luis Maria Maria,Mendoza Rodriguez,10092139,4,40801.4362
49161,1153173674,Ana,Mamani Martinez,10039104,10,36700.8642
49162,7759451968,Jorge Jorge,Quispe,10109691,2,17688.31752
49163,6809623729,Carlos,Mamani Rodriguez,10083197,5,47097.26899
49164,1584783029,Ana,Vargas,10118547,1,25427.02669
49165,5193127774,Jose Maria,Flores Vargas,10056715,8,9040.40524
49166,2595077521,Luis,Mendoza,10074466,6,42051.61863
49167,18107001,Jose Maria Jorge,Quispe,10039105,10,9694.42161
49168,1102975460,Elena Jose,Choque Vargas,10092140,4,27866.99604
49169,8489802156,Luis Juan Ricardo,Quispe,10065683,7,43705.89881
49170,148757958,Juan,Flores,10021381,12,27989.00897
49171,6438007731,Ricardo,Flores,10083198,5,10552.56888
49172,1383071797,Maria,Quispe,10047999,9,48262.34398
49173,2974234329,Sofia Lucia Carlos,Claros,10039106,10,34784.32847
49174,8917273021,Maria,Flores Mendoza,10065684,7,13418.44366
49175,1297576847,Diego Jorge Luis,Lopez,10083199,5,24934.46879
49176,5943204297,Maria Ricardo,Rodriguez,10012491,13,37774.13956
49177,5554509943,Luis Sofia,Flores,10118548,1,105.32883
49178,5807253879,Jose Luis Ricardo,Claros Mamani,10056716,8,27903.01145
49179,5395656649,Jorge,Rodriguez Mamani,10003564,14,21588.16114
49180,3386238923,Ana,Quispe Flores,10048000,9,26278.76877
49181,7655573137,Elena Elena Ana,Vargas,10092141,4,1206.48296
49182,8886960736,Jose Jorge Jose,Lopez Flores,10100934,3,47139.94099
49183,8587129575,Lucia Ana,Rodriguez Perez,10074467,6,39306.84667
49184,2760379621,Luis,Mamani,10056717,8,49794.73496
49185,1604561987,Maria,Perez,10065685,7,22312.852
49186,4797752682,Maria,Rodriguez Rodriguez,10030301,11,49416.53038
49187,6954571689,Lucia Carlos Carlos,Flores,10109692,2,25284.94181
49188,4470706118,Maria Juan Ricardo,Rodriguez,10092142,4,35466.09354
49189,8842266821,Juan Luis,Vargas,10074468,6,5242.6531
49190,9570676886,Jose Ana,Garcia Mendoza,10118549,1,26671.82808
49191,1282783503,Elena,Choque Flores,10074469,6,16289.07828
49192,8499469143,Lucia Diego Ricardo,Rodriguez,10012492,13,114.12884
49193,301637760,Juan Maria Elena,Martinez Rodriguez,10118550,1,591.64193
49194,5173365610,Ricardo Luis,Rodriguez,10039107,10,40835.32049
49195,5149251948,Maria,Claros Mendoza,10074470,6,27683.11791
49196,3427010335,Ricardo Diego,Mamani,10109693,2,5168.95938
49197,3964860614,Jose Lucia,Vargas,10100935,3,3854.04426
49198,8326644425,Jorge Juan,Mendoza,10012493,13,39162.50276
49199,662734105,Elena,Flores Quispe,10074471,6,34179.22034
49200,306152370,Ricardo Jose,Lopez,10118551,1,361.87437
49201,7604534737,Lucia,Rodriguez Perez,10021382,12,986.28984
49202,9796587469,Jorge Diego,Rodriguez Claros,10118552,1,38941.27923
49203,5685461867,Lucia Diego,Vargas Perez,10065686,7,30740.06063
49204,5927719145,Sofia Juan Sofia,Rodriguez Quispe,10056718,8,5660.53002
49205,1641514537,Elena Lucia,Rodriguez,10003565,14,17487.52881
49206,3413236229,Maria,Flores Rodriguez,10092143,4,48648.666
49207,6907834904,Ana Ana Lucia,Quispe Vargas,10056719,8,19488.78761
49208,4634114052,Jose Juan,Claros Claros,10003566,14,48785.24428
49209,6549572646,Jose Diego Luis,Rodriguez Flores,10039108,10,37188.66511
49210,7329196903,Ana Diego,Lopez,10003567,14,436.16926
49211,454865803,Jorge Maria Maria,Lopez Lopez,10065687,7,742.12286
49212,2317797863,Sofia,Garcia,10065688,7,44608.89469
49213,519748866,Jose,Rodriguez,10092144,4,18670.39224
49214,8029043667,Ana,Mendoza Rodriguez,10021383,12,47419.05131
49215,3461247621,Maria,Lopez,10118553,1,10465.12949
49216,3593740513,Juan Diego,Garcia Vargas,10056720,8,13497.39436
49217,7231900830,Luis Maria,Perez Perez,10021384,12,22942.75872
49218,6766691270,Juan Luis Juan,Perez,10109694,2,17593.75001
49219,873891882,Luis Elena,Flores,10039109,10,47197.72065
49220,7101567196,Ricardo Ana,Perez,10012494,13,30555.08901
49221,1918998743,Maria,Perez,10065689,7,18264.27487
49222,9859699065,Jorge,Mamani Lopez,10118554,1,389.59078
49223,3611732299,Lucia,Mamani Mendoza,10065690,7,9945.29088
49224,9444937307,Jose Sofia Sofia,Mamani,10021385,12,26099.67931
49225,2031451043,Elena Elena Sofia,Perez Flores,10039110,10,30710.41889
49226,4985426683,Maria,Claros,10109695,2,37322.56992
49227,7945933101,Elena Diego Maria,Vargas,10048001,9,15515.115
49228,228864324,Sofia Ricardo,Martinez Lopez,10100936,3,39793.29557
49229,4339919978,Ricardo,Lopez,10056721,8,15646.32885
49230,8459693579,Carlos,Quispe Garcia,10083200,5,39596.59222
49231,9879605712,Sofia,Garcia,10109696,2,22343.43485
49232,6408568776,Jose,Quispe,10048002,9,1841.49699
49233,3747224021,Jose Jorge Lucia,Flores,10100937,3,17054.9629
49234,1264918304,Lucia Jose Luis,Mamani,10083201,5,7856.31576
49235,5243882808,Elena Elena Lucia,Mamani,10003568,14,15561.78649
49236,9849285806,Maria,Claros Lopez,10003569,14,48306.17302
49237,9643300710,Ana Ricardo Maria,Lopez,10056722,8,2189.9098
49238,3015895775,Sofia Ana,Quispe,10003570,14,21891.9096
49239,1432066288,Jose Luis,Choque Rodriguez,10065691,7,31389.68875
49240,8586013011,Maria Maria Elena,Mamani Claros,10030302,11,48720.05544
49241,2087186308,Luis,Rodriguez,10030303,11,21796.87352
49242,2116030574,Luis Ricardo,Rodriguez,10074472,6,46278.55088
49243,5492131939,Ana,Flores Mendoza,10021386,12,29880.28125
49244,77524005,Maria,Mamani,10003571,14,35664.60909
49245,1971987233,Ana,Garcia Mendoza,10056723,8,40729.38575
49246,975962644,Lucia Juan,Flores,10118555,1,28913.45941
49247,8027839327,Jose Sofia Luis,Flores Vargas,10030304,11,14993.94208
49248,7537367594,Elena Ricardo,Mendoza,10056724,8,6261.42044
49249,7678379945,Carlos Juan,Claros,10109697,2,22187.4
49250,5722557320,Jorge Sofia Luis,Vargas Mendoza,10056725,8,28759.05328
49251,4344912161,Sofia Maria Ricardo,Perez,10003572,14,5596.62347
49252,5038894462,Carlos Lucia,Mamani,10109698,2,17210.44755
49253,5471273002,Diego,Mendoza Lopez,10003573,14,42143.75352
49254,1040141829,Juan Carlos,Quispe Quispe,10092145,4,36143.88459
49255,5108803699,Jorge,Lopez,10030305,11,18377.54086
49256,7737272996,Elena Lucia Diego,Perez,10030306,11,46540.11349
49257,2585782634,Lucia Juan,Quispe,10083202,5,8004.23539
49258,6451239614,Jose Luis Sofia,Lopez,10021387,12,15224.20404
49259,7525897445,Maria Luis Jose,Quispe,10083203,5,47890.22809
49260,8480691484,Ana Carlos,Perez Perez,10118556,1,48764.11796
49261,9229077775,Lucia Jose Juan,Perez,10109699,2,31114.80951
49262,1434914030,Ricardo Maria Jose,Quispe,10092146,4,30988.78725
49263,1539415639,Luis,Mamani Vargas,10109700,2,46583.22358
49264,4710505699,Ricardo,Mendoza Mendoza,10056726,8,7716.75563
49265,4223937228,Lucia Jorge Jose,Claros Perez,10056727,8,40317.80027
49266,2572930403,Jose Luis Elena,Quispe,10021388,12,39659.28715
49267,832034620,Juan,Flores,10003574,14,42084.07381
49268,2145968925,Luis Sofia,Mendoza,10109701,2,15491.43171
49269,336670311,Elena,Lopez Quispe,10118557,1,153.42571
49270,7300392537,Ana Carlos,Mamani Mamani,10109702,2,14386.7054
49271,4298294274,Maria Ana Luis,Rodriguez Mendoza,10074473,6,5692.83082
49272,8703584672,Luis Elena,Vargas,10118558,1,21202.17765
49273,1742042995,Elena Lucia,Choque Rodriguez,10109703,2,8385.18623
49274,6224990468,Sofia Jorge,Flores Rodriguez,10065692,7,40930.92928
49275,1191923286,Luis,Choque Flores,10083204,5,24511.61162
49276,9106503655,Jorge Diego,Mendoza,10109704,2,26443.09914
49277,3262759898,Sofia Juan,Claros,10048003,9,5412.86869
49278,7282192611,Jorge Ricardo,Quispe Claros,10030307,11,23207.69872
49279,2865707252,Carlos Carlos Luis,Garcia Mendoza,10065693,7,46961.20749
49280,8340313659,Elena Jose Jorge,Quispe Flores,10065694,7,19695.21
49281,9337272727,Jorge Jose Sofia,Flores,10021389,12,16561.76571
49282,7645085969,Maria,Perez Lopez,10118559,1,18395.89391
49283,2035365540,Lucia Elena,Rodriguez Flores,10056728,8,14917.12525
49284,5482549302,Ricardo,Flores,10083205,5,35259.00175
49285,294687393,Ricardo Elena Luis,Rodriguez,10118560,1,49761.58585
49286,3990026335,Luis Juan,Claros Perez,10056729,8,926.12842
49287,1146970289,Lucia Maria,Garcia Perez,10109705,2,2074.78787
49288,1328211527,Maria Ricardo Juan,Lopez Garcia,10118561,1,45881.43699
49289,9126109878,Lucia Diego Maria,Mendoza,10083206,5,17580.93794
49290,3386084360,Juan Carlos Jorge,Quispe,10100938,3,7669.93419
49291,9290827561,Diego,Garcia,10030308,11,38175.80966
49292,6407932684,Jose Jorge Diego,Lopez,10021390,12,13489.1696
49293,3075139104,Jose Ricardo,Garcia Claros,10065695,7,39825.1272
49294,1125034267,Carlos,Perez Mamani,10100939,3,45828.7178
49295,2771376138,Elena Luis Jose,Vargas Rodriguez,10092147,4,9231.16298
49296,7136215447,Elena,Garcia Vargas,10092148,4,25629.76682
49297,7635140971,Lucia,Mendoza Quispe,10030309,11,11798.25995
49298,7070303908,Luis Carlos,Claros,10012495,13,10275.8387
49299,6457665011,Carlos Sofia Sofia,Mendoza Garcia,10039111,10,46864.57515
49300,1573376298,Lucia,Choque Garcia,10092149,4,16096.60857
49301,8322344240,Ricardo,Vargas,10118562,1,6309.15281
49302,7435868327,Sofia Diego Sofia,Vargas,10092150,4,36094.12121
49303,2913138816,Ricardo,Perez Mendoza,10039112,10,25515.213
49304,8130435311,Elena,Quispe,10039113,10,1657.05171
49305,6035303576,Jorge Carlos,Flores Garcia,10083207,5,40420.42153
49306,1289290130,Sofia,Rodriguez,10083208,5,10117.69032
49307,2848282849,Ana,Rodriguez,10048004,9,44147.19393
49308,3806961307,Diego Sofia,Lopez,10048005,9,24691.97591
49309,6933727024,Diego Luis Ana,Lopez,10065696,7,8896.00152
49310,5885449812,Ana,Claros Mendoza,10039114,10,5176.27056
